title,published_at,url
Lighting talk: Proyecto python-doc-es - PyConES 2020,2020-10-03T16:15:14Z,https://www.youtube.com/watch?v=hV6buh56xW0
Robots PCR Covidwarriors - PyConES 2020,2020-10-03T16:00:10Z,https://www.youtube.com/watch?v=Dq40F-cIVKI
PyLadies Madrid - Presentación comunidad local - PyConES 2020,2020-10-03T15:45:11Z,https://www.youtube.com/watch?v=2H6wASZfGxQ
Machine learning model serving with streamlit and FastAPI - PyConES 2020,2020-10-03T15:30:08Z,https://www.youtube.com/watch?v=IvHCxycjeR0
Python Mallorca - Presentación comunidad local - PyConES 2020,2020-10-03T15:15:10Z,https://www.youtube.com/watch?v=CDmqQBreRmk
Introducción a la programación Funcional en Python - PyConES 2020,2020-10-03T15:00:13Z,https://www.youtube.com/watch?v=iRGHfE4rEuQ
Python Sevilla - Presentación comunidad local - PyConES 2020,2020-10-03T14:45:11Z,https://www.youtube.com/watch?v=x0YF9q1pJcY
AutoML (Machine Learning para Vagos) - PyConES 2020,2020-10-03T14:30:14Z,https://www.youtube.com/watch?v=1gLM-cM_XJ8
Python Alicante - Presentación comunidad local - PyConES 2020,2020-10-03T14:15:08Z,https://www.youtube.com/watch?v=Om2kcuqvAsM
Una rebanada de Python - PyConES 2020,2020-10-03T14:00:11Z,https://www.youtube.com/watch?v=EWuhXfPRF4I
Python Madrid - Presentación comunidad local - PyConES 2020,2020-10-03T13:45:10Z,https://www.youtube.com/watch?v=kaJTW_yZDm0
"sudo pip install = 💩, pipx = 👌- PyConES 2020",2020-10-03T13:30:14Z,https://www.youtube.com/watch?v=Ay0dRxfduB0
Python Canarias - Presentación comunidad local - PyConES 2020,2020-10-03T13:15:33Z,https://www.youtube.com/watch?v=6QxgyXe7_RA
Hiring demystified - PyConES 2020,2020-10-03T13:00:08Z,https://www.youtube.com/watch?v=UBLTaQ_tRl4
Python Serverless Microservices - PyConES 2020,2020-10-03T11:30:12Z,https://www.youtube.com/watch?v=OSUqGyPaXaI
PyLadies Barcelona &amp; Python Barcelona - Presentación comunidad local - PyConES 2020,2020-10-03T11:15:10Z,https://www.youtube.com/watch?v=JYCcPr4QW_k
EDA and NLP basics: Exploring the innards of the Spanish poetry - PyConES 2020,2020-10-03T11:00:10Z,https://www.youtube.com/watch?v=0C96vAa9NHY
Python Granada - Presentación comunidad local - PyConES 2020,2020-10-03T10:45:10Z,https://www.youtube.com/watch?v=pgKXhg0cDyE
Python en el universo de las lentes gravitatorias: cómo estudiar el efecto microlente - PyConES 2020,2020-10-03T10:30:10Z,https://www.youtube.com/watch?v=elAt6b7wpFc
Python Murcia - Presentación comunidad local - PyConES 2020,2020-10-03T10:15:11Z,https://www.youtube.com/watch?v=BgnbYAZTMDQ
Tipificación estática en Python 3.9 - PyConES 2020,2020-10-03T10:00:10Z,https://www.youtube.com/watch?v=2vYOxbd2ioc
Python Málaga - Presentación comunidad local - PyConES 2020,2020-10-03T09:45:10Z,https://www.youtube.com/watch?v=wnhtNjsSLe8
Videojuegos con Python Arcade - PyConES 2020,2020-10-03T09:30:13Z,https://www.youtube.com/watch?v=8kRgYh2lgTo
Python Almería - Presentación comunidad local - PyConES 2020,2020-10-03T09:15:12Z,https://www.youtube.com/watch?v=Doub2vARmrc
Interpretabilidad de Modelos de Machine Learning con Python - PyConES 2020,2020-10-03T09:00:12Z,https://www.youtube.com/watch?v=CoghIHdAMSM
Python Navarra - Presentación comunidad local - PyConES 2020,2020-10-03T08:45:23Z,https://www.youtube.com/watch?v=C-vdmYFfWck
Investigating Digital Crimes using Python - PyConES 2020,2020-10-03T08:30:10Z,https://www.youtube.com/watch?v=0Jt-xm7kC2Y
Python Castilla y León + PyData Salamanca - Presentación comunidad local - PyConES 2020,2020-10-03T08:15:08Z,https://www.youtube.com/watch?v=WeGSIZ-3SI8
COVID19Gram: seguimiento de la evolución del coronavirus desde telegram - PyConES 2020,2020-10-03T08:00:32Z,https://www.youtube.com/watch?v=p0lav_dPSxE
Inauguración y bienvenida - PyConES 2020,2020-10-03T07:45:11Z,https://www.youtube.com/watch?v=59aGe7E-7l8
